Product,Adverse Event,Count,Expected Count,p_value,PRR,product margin,event margin,fdr
ETHANOL,RESPIRATORY ARREST,22.0,0.3015339663988313,0.0,78.63455791685736,96.0,301.0,9.085394238076596e-08
ETONOGESTREL,COMPLICATION ASSOCIATED WITH DEVICE,4.0,0.02101638317854534,0.0,240.81509273418877,106.0,19.0,9.095170483265257e-08
ETONOGESTREL,COMPLICATION OF DEVICE REMOVAL,6.0,0.030971512052593134,0.0,246.28816354603157,106.0,28.0,9.139433494725897e-08
ETONOGESTREL,DEVICE BREAKAGE,14.0,0.10286966503182719,0.0,160.03534730160325,106.0,93.0,9.159457911133597e-08
ETONOGESTREL,DEVICE DEPLOYMENT ISSUE,6.0,0.01880413231764583,0.0,492.5763248530798,106.0,17.0,9.17455534899502e-08
ETONOGESTREL,DEVICE DIFFICULT TO USE,18.0,0.13494730251487008,0.0,156.29825819514141,106.0,122.0,9.17651603952374e-08
ETONOGESTREL,DEVICE DISLOCATION,6.0,0.09844516331002817,0.0,65.28120019413724,106.0,89.0,9.206932353350273e-08
EVOLOCUMAB,INCORRECT DOSE ADMINISTERED BY DEVICE,11.0,0.11885630804549724,0.0,110.53151240766428,170.0,67.0,1.229075202412458e-07
FLUTICASONE FUROATE\UMECLIDINIUM BROMIDE\VILANTEROL TRIFENATATE,PRODUCT DOSE OMISSION ISSUE,16.0,1.3315454450589586,0.0,12.231586683708523,153.0,834.0,5.10679188970681e-07
EVOLOCUMAB,PRODUCT COMMUNICATION ISSUE,5.0,0.0354794949389544,0.0,187.56862620052294,170.0,20.0,1.2599413577480216e-07
EVOLOCUMAB,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,61.0,0.9171449441719712,0.0,75.27425178947804,170.0,517.0,1.265264779738796e-07
EZETIMIBE,HAEMORRHAGIC STROKE,4.0,0.03874569550245226,0.0,112.74771831300946,79.0,47.0,1.6701896779301743e-07
EZETIMIBE,MYALGIA,15.0,0.8062402170510279,0.0,18.879096176910966,79.0,978.0,1.6897216390561128e-07
EZETIMIBE,OCULAR DISCOMFORT,4.0,0.022258165501408744,0.0,210.78921207196763,79.0,27.0,1.6941218473534034e-07
EZETIMIBE,URINARY TRACT DISORDER,4.0,0.02885317750182615,0.0,156.39199622887025,79.0,35.0,1.7175190511996595e-07
FAMOTIDINE,INTERLEUKIN LEVEL INCREASED,3.0,0.0026087863925701765,0.0,2873.399856330008,50.0,5.0,1.7342468600383217e-07
FARICIMAB\FARICIMAB-SVOA,EYE INFLAMMATION,7.0,0.08739434415110091,0.0,89.32466651779224,125.0,67.0,1.7530431377015993e-07
FARICIMAB\FARICIMAB-SVOA,INTERCEPTED PRODUCT STORAGE ERROR,5.0,0.011739538766565794,0.0,957.0499760737507,125.0,9.0,1.7530673588042956e-07
FARICIMAB\FARICIMAB-SVOA,IRIDOCYCLITIS,5.0,0.026087863925701765,0.0,255.2133316319111,125.0,20.0,1.7557658729080795e-07
FARICIMAB\FARICIMAB-SVOA,NO ADVERSE EVENT,62.0,0.6261087342168423,0.0,113.5638277240278,125.0,480.0,1.7562647615276125e-07
EXTRANEAL,SCLEROSING ENCAPSULATING PERITONITIS,3.0,0.006073254721903371,0.0,986.9381114319598,97.0,6.0,1.5669570219635803e-07
FARICIMAB\FARICIMAB-SVOA,OFF LABEL USE,54.0,3.879265365751852,0.0,14.159095889926059,125.0,2974.0,1.7585251348812101e-07
